313.xml	http://www.who.int/csr/don/2006_03_01/en/index.html
320.xml	http://www.who.int/csr/don/2006_10_19/en/index.html
323.xml	http://www.who.int/csr/don/2006_10_19a/en/index.html
430.xml	http://www.who.int/csr/don/2005_06_14b/en/index.html
431.xml	http://www.who.int/csr/don/2005_06_16a/en/index.html
444.xml	http://www.who.int/csr/don/2005_11_01/en/index.html
488.xml	http://www.who.int/csr/don/2002_11_13/en/index.html
925.xml	http://www.who.int/csr/don/2005_05_19/en/index.html
749.xml	http://www.cbsnews.com/stories/2000/12/08/national/main255919.shtml
753.xml	http://www.cbsnews.com/stories/2003/11/14/health/main583575.shtml
774.xml	http://www.cbsnews.com/stories/2003/06/05/health/main557064.shtml
779.xml	http://www.cbsnews.com/stories/2006/03/10/health/main1389364.shtml
781.xml	http://www.cbsnews.com/stories/2003/04/01/health/main547213.shtml
66.xml	http://www.cbc.ca/canada/story/2004/10/20/c_difficile041020.html
272.xml	http://english.vietnamnet.vn/social/2006/02/544361/
273.xml	http://english.vietnamnet.vn/tech/2004/07/173798/
275.xml	http://english.vietnamnet.vn/social/2003/10/140320/
285.xml	http://english.vietnamnet.vn/social/2006/03/547053/
305.xml	http://english.vietnamnet.vn/social/2003/12/142031/
928.xml	http://www.hindustantimes.com/StoryPage/Print.aspx?Id=66c6d705-4b98-444c-8ba4-808f71ee195e
929.xml	http://www.hindustantimes.com/StoryPage/Print.aspx?Id=6cf78979-4238-4e5f-8616-3ce6592cf57c
931.xml	http://www.hindustantimes.com/StoryPage/Print.aspx?Id=7910c13d-4aee-4776-accd-1514472156f5
944.xml	http://www.hindustantimes.com/StoryPage/Print.aspx?Id=10851883-f8c0-4c3b-813c-5a68961ba100
949.xml	http://www.hindustantimes.com/StoryPage/Print.aspx?Id=10401f8c-b2e6-4a15-8a3f-167623674360
130.xml	http://www.nationmultimedia.com/search/read.php?newsid=117782
132.xml	http://www.nationmultimedia.com/search/read.php?newsid=100912
142.xml	http://www.nationmultimedia.com/search/read.php?newsid=30000158
148.xml	http://www.nationmultimedia.com/search/read.php?newsid=46997
151.xml	http://www.nationmultimedia.com/search/read.php?newsid=116049
364.xml	http://allafrica.com/stories/printable/200112120718.html
787.xml	http://english.peopledaily.com.cn/200604/06/eng20060406_256290.html
788.xml	http://news.xinhuanet.com/english/2006-04/06/content_4392611.htm
789.xml	http://news.xinhuanet.com/english/2006-03/25/content_4342619.htm
802.xml	http://news.xinhuanet.com/english/2006-04/04/content_4383738.htm
979.xml	http://news.xinhuanet.com/english/2006-11/16/content_5337622.htm
404.xml	http://www.antara.co.id/en/arc/2006/5/2/eight-infants-die-of-malarial-disease-in-kupang/
946.xml	http://www.hindustantimes.com/StoryPage/Print.aspx?Id=f6384814-3a88-4e40-b677-499193dfd08a
985.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:2360895525263204::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,39416
984.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:2360895525263204::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,39472
1045.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:2360895525263204::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,28309
174.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:2360895525263204::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,21323
449.xml	http://www.who.int/csr/don/2005_12_19/en/index.html
206.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:2360895525263204::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,32329
155.xml	http://www.nationmultimedia.com/search/read.php?newsid=30004023
1001.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:80787::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,35514
200.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:2432004979427397::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,32144
202.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:2432004979427397::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,31891
203.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:2432004979427397::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,31931
207.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:3066035692787544::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,32347
210.xml	http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=2924
981.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,39435
983.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,39414
986.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,30366
987.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,37668
988.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,37287
990.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,39484
991.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,39486
992.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,39401
993.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,39170
994.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,38428
191.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,24196
194.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,32551
195.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,32526
204.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:1043545179798280::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,32317
172.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:289616418413285::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,11053
173.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:289616418413285::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,12319
175.xml	http://www.promedmail.org/pls/otn/f?p=2400:1202:53103::NO::F2400_P1202_CHECK_DISPLAY,F2400_P1202_PUB_MAIL_ID:X,32509
555.xml	http://news.bbc.co.uk/2/hi/uk_news/england/kent/4584576.stm
711.xml	http://news.bbc.co.uk/2/hi/africa/4777530.stm
721.xml	http://news.bbc.co.uk/2/hi/uk_news/england/4871728.stm
722.xml	http://news.bbc.co.uk/2/hi/uk_news/england/coventry_warwickshire/4507768.stm
741.xml	http://news.bbc.co.uk/2/hi/uk_news/england/bradford/4844762.stm
748.xml	http://www.cbsnews.com/stories/2005/12/01/health/main1093001.shtml
755.xml	http://www.cbsnews.com/stories/2004/09/03/health/main641012.shtml
757.xml	http://www.cbsnews.com/stories/2003/06/10/health/main557847.shtml
766.xml	http://www.cbsnews.com/stories/2004/07/19/health/main630608.shtml
771.xml	http://www.cbsnews.com/stories/2005/05/24/health/main697390.shtml?
780.xml	http://www.cbsnews.com/stories/2002/12/17/health/main533273.shtml?source=search_story
269.xml	http://vietnamnet.vn/service/printversion.vnn?article_id=508822
270.xml	http://english.vietnamnet.vn/social/2006/05/570409/
274.xml	http://english.vietnamnet.vn/tech/2004/07/173798/
287.xml	http://english.vietnamnet.vn/social/2006/06/583021/
288.xml	http://english.vietnamnet.vn/social/2006/06/583809/
279.xml	http://english.vietnamnet.vn/social/2005/12/520907/
278.xml	http://vietnamnet.vn/service/printversion.vnn?article_id=725334
312.xml	http://www.who.int/csr/don/2006_10_11a/en/index.html
314.xml	http://www.who.int/csr/don/2006_10_17/en/index.html
315.xml	http://www.who.int/csr/don/2006_06_21/en/index.html
316.xml	http://www.who.int/csr/don/2006_10_04/en/index.html
318.xml	http://www.who.int/csr/don/2006_11_21/en/index.html
319.xml	http://www.who.int/csr/don/2006_06_07/en/index.html
321.xml	http://www.who.int/csr/don/2006_11_07/en/index.html
432.xml	http://www.who.int/csr/don/2005_06_17a/en/index.html
433.xml	http://www.who.int/csr/don/2005_06_28/en/index.html
435.xml	http://www.who.int/csr/don/2005_07_21a/en/index.html
436.xml	http://www.who.int/csr/don/2005_07_29c/en/index.html
437.xml	http://www.who.int/csr/don/2005_09_16/en/index.html
438.xml	http://www.who.int/csr/don/2005_09_19/en/index.html
439.xml	http://www.searo.who.int/EN/Section10/Section1027_10374.htm
441.xml	http://www.who.int/csr/don/2005_10_10/en/index.html
442.xml	http://www.who.int/csr/don/2005_10_20a/en/index.html
443.xml	http://www.who.int/csr/don/2005_10_24/en/index.html
445.xml	http://www.who.int/csr/don/2008_02_05/en/index.html
446.xml	http://www.who.int/csr/don/2005_11_09/en/index.html
447.xml	http://www.who.int/csr/don/2005_11_14/en/index.html
448.xml	http://www.who.int/csr/don/2005_12_30/en/index.html
450.xml	http://www.who.int/csr/don/2005_12_14/en/index.html
452.xml	http://www.who.int/csr/don/2006_01_12/en/index.html
454.xml	http://www.who.int/csr/don/2004_04_26/en/
456.xml	http://www.who.int/csr/don/2004_01_31/en/index.html
458.xml	http://www.who.int/csr/don/2001_11_23/en/index.html
459.xml	http://www.who.int/csr/don/2001_11_05/en/index.html
460.xml	http://www.who.int/csr/don/2006_01_10/en/index.html
461.xml	http://www.who.int/csr/don/2006_01_14/en/index.html
463.xml	http://www.who.int/csr/don/2006_01_16/en/index.html
52.xml	http://www.cbc.ca/health/story/2005/10/13/virus-nunavut051013.html
57.xml	http://www.cbc.ca/canada/story/2002/09/06/westnile_020906.html
58.xml	http://www.cbc.ca/world/story/2006/03/21/bird-flu-toll060321.html
60.xml	http://www.cbc.ca/canada/story/2005/10/31/avian-flu051031.html
67.xml	http://www.cbc.ca/canada/story/2001/02/06/virus_reax010206.html
68.xml	http://www.cbc.ca/canada/story/2005/08/18/encephalitis_outbreak_india20050818.html
927.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=6c3c0e82-f6b6-4c3d-920b-63cc20c42957
930.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=373af030-ef23-4ef0-a49b-739a9c9ea628
936.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=dd5d1f55-468e-4f8c-afa0-3e115e1bda80
938.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=6343a9d2-0948-4031-bb12-5dea1e88d4fb
940.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=10510077-d778-412f-9e16-27cb1bd3229f
941.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=a37330b8-8d0b-4929-8f02-aac5473fa825
942.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=f6a3a5a3-0eed-4c12-a6b7-94b3600ae7ba
943.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=f500b9cd-2f31-4955-aebf-53dca0e6e360
945.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=45ae3680-f1c4-4184-b956-af6df4673862
947.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=a92d0b30-8f47-4cc9-980d-436b5a41a454
948.xml	http://www.hindustantimes.com/StoryPage/StoryPage.aspx?id=ad14b06d-7826-4441-af59-8da2ff2be490
129.xml	http://www.nationmultimedia.com/search/read.php?newsid=118362
133.xml	http://www.nationmultimedia.com/search/read.php?newsid=77673
134.xml	http://www.nationmultimedia.com/search/read.php?newsid=79944
